pk_localizacao,pk_data,pk_juridica,pk_empresa_info,cd_cnpj,fl_matriz,nm_razao_social,faixa_de_veiculos,vl_latitude,vl_longitude,qt_filial,vl_total_veiculos,vl_total_veiculos_antt,vl_total_veiculos_leves,vl_total_veiculos_pesados
9621,6571,11,748,10933277000120,1,BARTIECHEN & BARTIECHEN LTDA ME,,"-25,4541413","-49,5346786",0,0,0,0,0
9622,920,3,32,11826355000150,1,DIVINO VIEIRA DOS SANTOS MEI,,"-1,233333","-50,366667",0,0,0,0,0
9624,9623,7,50,08679048000180,1,ENGESIQUE ENGENHARIA CONSTRUCOES E MONTAGENS LTDA,16 a 30,"-23,4570218","-46,5390139",0,29,0,23,6
9626,9625,15,4298,10444442000180,1,NELSON H LOPES DE BARROS ME,,"-6,4572213","-37,0989489",0,0,0,0,0
9627,9020,3,32,12500695000150,1,PAULO ROBERTO RABELO DA SILVA MEI,,"-3,1035184","-59,9935896",0,0,0,0,0
9629,9628,3,130,13647526000100,1,ANDRE LUIZ ALVES COSTA INSTALACAO DE SOFTWARE ME,,"-23,6440817","-46,6450311",0,0,0,0,0
9630,1716,3,32,12077064000170,1,PEDRO BELIZARIO RODRIGUES MEI,,"-23,195827","-46,8258014",0,0,0,0,0
9631,8860,7,68,52776234000200,0,PLINIO CURI COMERCIAL IMPORTADORA E EXPORTADORA EPP LTDA,,"-23,5650029","-46,6552075",0,0,0,0,0
9633,9632,7,617,10051464000180,1,INDUSTRIA DE PANIFICACAO SEMPRE VIVA LTDA ME,,"-8,0405048","-34,9526004",0,0,0,0,0
9635,9634,11,1144,04331488000190,1,MEDEXPORT LTDA ME,,"-19,9385651","-43,9380244",0,0,0,0,0
9637,9636,3,2038,05048207000150,1,ROBSON LOPES TRANSPORTES ME,0 a 5,"-23,5232648","-46,569945",0,1,0,1,0
9638,704,101,57,11012062000130,1,SERGIO GUMERCINDO DELLA TORRE,,"-21,5957703","-46,8877455",0,0,0,0,0
9640,9639,3,43,01079001000640,0,CLARICE MARIA DE MOURA ME,,"-29,7218467","-52,4243424",0,0,0,0,0
9641,1384,3,4,15822291000170,1,CLEDI ZIMMERMANN SILVA MEI,,"-29,958464","-51,7224376",0,0,0,0,0
9642,9020,3,672,12500478000160,1,A L HENRIQUES DA MATA ME,,"-20,8528727","-41,1485382",0,0,0,0,0
9643,2184,94,883,15568292000130,1,CASTRO S EMPREENDIMENTOS IMOBILIARIOS LTDA,,"-20,4993469","-43,8613566",0,0,0,0,0
9644,1096,15,12,09479947000100,1,M H DE FARIA ME,,"-16,6637483","-49,2370143",0,0,0,0,0
9646,9645,15,12,11810090000100,1,FRANCISCO SEVERINO DE AGUIAR,,"-7,5031034","-35,3140161",0,0,0,0,0
9647,898,3,53,01660890000120,1,KELLY BORDINHAO NENEN ME,,"-24,2568617","-49,7160809",0,0,0,0,0
9649,9648,11,12,87641932000100,1,MADEIREIRA SAUDADES LTDA ME,,"-27,8884044","-52,2258411",0,0,0,0,0
9651,9650,7,68,05498746000190,1,ERICEIRA INDUSTRIA E COMERCIO LTDA,,"-4,2215587","-44,7820858",0,0,0,0,0
9653,9652,174,12,04888469000160,1,M I MONTAGEM INDUSTRIAL LTDA ME SC,,"-22,3298319","-47,3852745",0,0,0,0,0
9655,9654,11,12,07581449000130,1,RICARTE REPRESENTACOES LTDA ME,,"-6,8908356","-38,5505328",0,0,0,0,0
9657,9656,11,12,17447244000110,1,SUPERMERCADO TRINDADE LTDA,,"-18,8802196","-48,2301323",0,0,0,0,0
9658,7985,15,12,10242971000100,1,NEUMA FONSECA ME,,"-9,9134356","-63,0391181",0,0,0,0,0
9660,9659,15,12,02379358000100,1,A S DE MATOS COMERCIO E REPRESENTACOES ME,,"-1,0538572","-46,7695002",0,0,0,0,0
9662,9661,11,12,01752901000100,1,KILO CASEIRO BAR E RESTAURANTE LTDA ME,,"-22,7612594","-43,4573934",0,0,0,0,0
9664,9663,11,12,01418691000100,1,AFA INFORMATICA LTDA,,"-2,5259701","-44,2990276",0,0,0,0,0
9665,5102,15,12,04159101000160,1,ANTONIO CARLOS ALBERGUETI GARCIA JUNIOR,,"-20,4563336","-54,633723",0,0,0,0,0
9667,9666,11,12,07062845000150,1,SUPERFILM COMERCIO DE FILM PARA CONTROLE SOLAR LTDA,,"-22,8879472","-43,2850869",0,0,0,0,0
9668,1025,11,12,80572845000190,1,ALUIR HORSTMANN & CIA LTDA,,"-24,4166809","-52,8482452",0,0,0,0,0
9669,5395,11,12,83195677000150,1,DISTRIBUIDORA DE BEBIDAS NOVA PONTE LTDA ME,,"-27,5980982","-48,587083",0,0,0,0,0
9670,4608,11,12,12974469000100,1,KYA COMERCIO DE COSMETICOS LTDA ME,,"-23,5745734","-46,7623951",0,0,0,0,0
9671,6643,15,12,11421804000180,1,PATRICIA DE FATIMA SOUZA ME,,"-23,5303901","-47,441859",0,0,0,0,0
9672,1040,15,12,28425874000100,1,M COSTA ME,,"-20,8480693","-41,1157934",0,0,0,0,0
9674,9673,11,12,68834506000130,1,MALHAS GELOTEX LTDA,,"-30,0111282","-51,1638087",0,0,0,0,0
9675,4457,15,12,32748675000100,1,MARIA ODETE SILVA,,"-10,0279467","-37,5634902",0,0,0,0,0
9677,9676,11,12,10300581000130,1,JF CONSULTORIA E EMPREENDIMENTOS LTDA ME,,"-6,5320907","-49,8512171",0,0,0,0,0
9679,9678,11,12,76614296000100,1,CONSPAV TRANSPORTES LTDA ME,,"-27,8151029","-50,3257043",0,0,0,0,0
9681,9680,15,12,02633372000180,1,SALI MARIA MOLGERO WESTRUP ME,,"-28,9990213","-49,7633544",0,0,0,0,0
9683,9682,11,12,71526255000130,1,SUL AMERICA TRADING EXPORTACAO E IMPORTACAO LTDA ME,,"-23,6611857","-46,6681255",0,0,0,0,0
9685,9684,15,12,48994487000100,1,INACIA DE JESUS DALDON,,"-23,2639728","-47,2997085",0,0,0,0,0
9687,9686,15,12,17899816000100,1,RAIMUNDO NONATO DE MESQUITA MARTINS ME,,"-21,7396527","-43,3638287",0,0,0,0,0
9688,8111,11,12,76776822000120,1,E M CAVASINI E CIA LTDA,,"-25,7830015","-53,3084703",0,0,0,0,0
9689,6934,11,12,40867533000190,1,AUTO FIBRA GUARARAPES LTDA,,"-8,1565156","-34,9359752",0,0,0,0,0
9691,9690,385,12,97264469000170,1,PLINIO PAULO BING,,"-30,0281105","-51,2290404",0,0,0,0,0
9693,9692,174,12,58099193000160,1,NICK PROMOCOES E VENDAS LTDA SC,,"-23,4872909","-46,6658269",0,0,0,0,0
9695,9694,11,12,55522668000190,1,BOLSONARO & TAVARES LTDA,,"-23,9395184","-46,3161031",0,0,0,0,0
9696,2188,7,113,08758334000130,1,WPONTO 2 EVENTOS PROMOCIONAIS LTDA ME,,"-23,613412","-46,7418086",0,0,0,0,0
9697,212,15,12,12541029000160,1,EMERSON HENRIQUE DOS SANTOS MEI,,"-9,7538211","-48,3572383",0,0,0,0,0
9698,7657,3,40,10455730000130,1,E DA COSTA B PORTO ME,,"-21,099372","-41,0447663",0,0,0,0,0
9700,9699,15,12,08455772000120,1,MONICA APARECIDA DE OLIVEIRA ME,,"-23,3021182","-51,1725366",0,0,0,0,0
9701,3052,3,32,12722935000160,1,LEIDIANE LEILA DA SILVA MEI,,"-15,801519","-47,860297",0,0,0,0,0
9703,9702,3,672,14640723000160,1,FABIO JOSE LARENTES DAVID MEI,,"-21,8833835","-42,6985095",0,0,0,0,0
9704,2920,3,32,14638610000120,1,PAULO ROBERTO DE CASTRO JUNIOR MEI,,"-16,6868912","-49,2647943",0,0,0,0,0
9706,9705,3,53,51145886000100,1,SEBASTIAO PEREIRA DE CASTRO ME,,"-23,635456","-46,5606005",0,0,0,0,0
9707,246,3,47,13395228000170,1,CARLOS ALEXANDRE DE ANDRADE DANCAS ME,,"-26,2500365","-49,3835566",0,0,0,0,0
9708,2894,7,104,12839860000100,1,ABSTRATOS EMPREENDIMENTOS CONSTRUCOES E TERRAPLENAGENS LTDA,,"-3,8996737","-38,389906",0,0,0,0,0
9710,9709,1125,8,16182834026080,0,LOJAS INSINUANTE SA,,"-9,6659951","-35,737103",0,0,0,0,0
9712,9711,7,104,08968942000170,1,F F CONSTRUCOES E SERVICOS LTDA ME,0 a 5,"-5,8129868","-35,2191041",0,2,0,2,0
9714,9713,7,8,80175995000160,1,COMERCIO DE CAFE PRINCIPAL LTDA ME,,"-23,8725701","-53,8967486",0,0,0,0,0
9716,9715,7,8,03431146000180,1,TEMPERO BAIANO ALIMENTOS LTDA ME,,"-20,459809","-54,6093566",0,0,0,0,0
9717,1057,7,8,09178916000100,1,EUGENIO & GAMA LTDA ME,,"-18,476807","-49,4931075",0,0,0,0,0
9719,9718,7,130,09653273000100,1,GOMES & PAULA LTDA ME,,"-11,1737896","-61,9114904",0,0,0,0,0
9720,5651,3,32,14944784000110,1,JOAO BATISTA MONTEIRO COSINHA MEI,,"-23,4550653","-46,6475473",0,0,0,0,0
9721,5503,7,104,14108214000190,1,DISTRIBUIDORA DE TINTAS E MATERIAIS DE PINTURA ALIANCA LTDA ME,,"-16,7088537","-49,091845",0,0,0,0,0
9723,9722,3,130,15222304000170,1,A M DA SILVA ARTES GRAFICAS ME,,"-21,5395657","-49,8638323",0,0,0,0,0
9724,3314,3,37,15219234000100,1,CARLOS CESAR O CORREA ME,,"-2,5440305","-44,2388252",0,0,0,0,0
9725,1417,101,47,09523962000280,0,MARIA TEREZA ZIRUNDI CERANTOLA,,"-20,303865","-50,0167406",0,0,0,0,0
9726,1081,3,157,16626274000120,1,GIVALDO TELES DA SILVA MEI,,"-9,7625469","-36,1328132",0,0,0,0,0
9727,5073,3,672,15733735000100,1,MICHELLY SOUSA COSTA NASCIMENTO MEI,,"-16,4051589","-49,2231553",0,0,0,0,0
9728,322,3,57,14130537000180,1,AGUINALDO JOSE DA SILVA MEI,,"-20,0219981","-44,2298279",0,0,0,0,0
9729,5377,101,47,07983062000290,0,LUVERZY GENTILE,,"-22,1495075","-51,1721033",0,0,0,0,0
9730,7785,101,47,08085260000380,0,SEBASTIAO GARCIA DA COSTA,,"-20,179973","-48,0309631",0,0,0,0,0
9731,4217,101,47,08268228000330,0,CLAUDIO PARISOTTO,,"-22,8143876","-50,7908562",0,0,0,0,0
9732,7054,11,603,10585102000170,1,SACOLAO LARA E FERREIRA LTDA ME,0 a 5,"-19,9499404","-44,0479366",0,1,0,1,0
9733,1169,56,8,16917193000180,1,CONSELHO DA COMUNIDADE DE EXECUCAO PENAL DA COMARCA DE CAMPINA GRANDE C C E P,,"-7,2322785","-35,886026",0,0,0,0,0
9734,838,56,8,13218806000100,1,ASSOCIACAO COMUNITARIA DE PAIS E FILHOS DO KM 42 CURUCA PA,,"-0,7624298","-47,8544701",0,0,0,0,0
9735,7117,7,47,03608600002250,0,MSA EMPRESA CINEMATOGRAFICA LTDA,,"-23,6495334","-46,7574857",0,0,0,0,0
9736,2836,3,53,08092566000100,1,JEAN PABLO OLIVEIRA DE JESUS ME,,"-20,8351118","-49,3778165",0,0,0,0,0
9738,9737,3,148,05650285000120,1,EDUARDO RIBEIRO DA SILVA LAVANDERIA ME,,"-24,1793876","-46,7912676",0,0,0,0,0
9739,322,3,32,14138244000140,1,REGIANA ROCHA GUEDES MEI,,"-19,6925047","-43,9177492",0,0,0,0,0
9740,3104,56,53,11269005000130,1,IGREJA BATISTA NOVA FILADELFIA MINISTERIO JESUS A BASE DA NOSSA ALIANCA,,"-22,9168755","-43,5633969",0,0,0,0,0
9741,979,15,712,14286913000120,1,SABRINA DE SOUSA DIOGO MEI,,"-3,85098","-38,612094",0,0,0,0,0
9742,6796,3,338,14269941000130,1,BRUNA MATOS LIMA VIEIRA ME,,"-9,7379732","-36,5031244",0,0,0,0,0
9743,1794,3,32,14545414000100,1,ROBERTA PEREIRA CELESTINO MEI,,"-12,7866926","-38,3896811",0,0,0,0,0
9744,3921,267,8,15760737000180,1,DIRETORIO DO PARTIDO DEMOCRATICO TRABALHISTA PDT,,"-22,6053301","-46,9123009",0,0,0,0,0
9745,2808,3,32,15279682000190,1,KLEITON ROGERIO PEREIRA DE ARAUJO MEI,,"-5,6970692","-36,2412402",0,0,0,0,0
9746,6738,7,130,14934760000180,1,TIAGO DE LIMA E CIA LTDA ME,,"-28,2484977","-52,3846205",0,0,0,0,0
9748,9747,11,1144,01603568000160,1,COMERCIAL FREITAS JUNIOR LTDA ME,,"-19,480244","-46,5440816",0,0,0,0,0
9750,9749,7,148,65638363000100,1,G L M VALE COMERCIO E REPRESENTACOES LTDA ME,,"-23,2024284","-45,8860886",0,0,0,0,0
9752,9751,3,57,09166949000130,1,TARCISIUS TAYLOR RUFINO DOS SANTOS ME,,"-18,9011141","-48,2711427",0,0,0,0,0
9754,9753,15,1132,16665857000160,1,WILSON NILO DA SILVA MEI,,"-9,366024","-40,545893",0,0,0,0,0
9756,9755,7,68,58424672001690,0,KIR CONFECCOES LTDA ME,,"-26,9207","-49,0699168",0,0,0,0,0
9757,2271,3,672,14604617000120,1,LAERCIO RIBEIRO DA SILVA MEI,,"-15,9975467","-44,2727409",0,0,0,0,0
9758,6796,7,53,14364591000190,1,FCB EVENTOS CULTURAIS LTDA,,"-23,600496","-46,6947153",0,0,0,0,0
9759,2387,267,8,15773263000100,1,PARTIDO TRABALHISTA DO BRASIL,,"-4,8639859","-44,3548372",0,0,0,0,0
9760,1167,3,32,14366282000150,1,LIDIANE MENDES DE SOUSA MEI,,"-5,0446853","-42,7662325",0,0,0,0,0
9761,979,267,8,15787927000190,1,COMISSAO PROVISORIA PARTIDO DOS TRABALHADORES PT,,"-8,3776284","-42,8839697",0,0,0,0,0
9762,2584,7,47,15786744000150,1,CLINICA DE RADIOLOGIA VOLPATO LTDA,,"-27,3421128","-51,6118861",0,0,0,0,0
9764,9763,15,12,56382062000160,1,LUIZ FERREIRA GOLZIO,,"-22,2251135","-49,8179667",0,0,0,0,0
9766,9765,15,12,31979248000170,1,ANTONIO A DA SILVA BAR E MERCEARIA,,"-22,8033894","-43,3236144",0,0,0,0,0
9767,8111,56,110,19556414000120,1,CLUBE DE ENGENHARIA DE BARBACENA,,"-21,2219344","-43,7706811",0,0,0,0,0
9768,6801,11,12,69203545000100,1,TERCARIOL & TERCARIOL LTDA,,"-21,1959147","-50,454851",0,0,0,0,0
9770,9769,15,12,37268562000120,1,MARIA DA CONCEICAO RAMOS DE OLIVEIRA,,"-16,1496061","-47,9519555",0,0,0,0,0
9771,5237,3,157,12189136000170,1,ANTONIO MAIRTON RODRIGUES PEREIRA MEI,,"-22,9894088","-43,3113114",0,0,0,0,0
9773,9772,7,47,75826792000580,0,NOVO MUNDO INDUSTRIA E COMERCIO DE SEMENTES LTDA ME,,"-23,1852098","-50,6494991",0,0,0,0,0
9775,9774,7,57,03020355000130,1,GARANTIA IMOVEIS E CONSULTORIA EPP LTDA,0 a 5,"-10,9178467","-37,0539125",0,3,0,3,0
9776,2262,7,57,09254173000100,1,RENOV ALUGUEL DE EQUIPAMENTOS HOSPITALARES LTDA,,"-12,9996997","-38,4607437",0,0,0,0,0
9778,9777,3,50,00284458000110,1,ZILMA LUCIA DE ARRUDA ME,,"-8,2858104","-35,9685458",0,0,0,0,0
9779,1969,137,12,15906554000120,1,ELEICAO 2012 MANOEL DE SOUSA VEREADOR,,"-18,4156149","-46,4214886",0,0,0,0,0
9780,7583,11,279,07006739000150,1,EZ SECURITY SERVICES INFORMATICA EPP LTDA,,"-23,5980879","-46,6836597",0,0,0,0,0
9781,2413,7,53,09665192000120,1,G 8 INDUSTRIA E COMERCIO DE ARTIGOS DO VESTUARIO LTDA ME,,"-28,6955221","-49,3713059",1,0,0,0,0
9783,9782,7,110,02008488000200,0,PROGRESS EMPREENDIMENTOS EDITORIAIS LTDA,,"-13,0057082","-38,5256828",0,0,0,0,0
9784,623,137,12,15951330000130,1,ELEICAO 2012 VILMAR HELIO COSTA VICE PREFEITO,,"-13,7131139","-49,0192178",0,0,0,0,0
9786,9785,3,50,00935399000100,1,VANILDA DA SILVA DE SANTANA ME,,"-11,3027821","-38,2385667",0,0,0,0,0
9788,9787,3,130,21919055000170,1,JOSE NEVES SOARES ME,,"-19,2326082","-42,0996464",0,0,0,0,0
9789,1737,3,1828,07644337000180,1,ELDIMAR COSTA CORREA,,"-15,6014109","-56,0978917",0,0,0,0,0
9790,6777,3,232,10768206000110,1,T P DE BRITO SANTOS ME,,"-5,8260714","-35,2036384",0,0,0,0,0
9791,5489,101,8,10888166000140,1,MARIA SELMA VIDAL DA SILVA E OUTRO,,"-22,294824","-51,9078245",0,0,0,0,0
9792,2001,7,130,13928533000180,1,CROSS STREAMING E FILMAGEM DE EVENTOS EPP LTDA,,"-23,7059312","-46,5547065",0,0,0,0,0
9793,3543,56,8,07283192000130,1,ASSOCIACAO EVANGELICA BENEFICENTE E PROMOCIONAL BETE SALEM,,"-23,4976735","-46,6879492",0,0,0,0,0
9794,5613,15,279,15369798000110,1,AILSON FERNANDES DE OLIVERA MEI,,"-5,8094275","-35,2171271",0,0,0,0,0
9796,9795,3,8,07180877000150,1,ADENILSON TEOFILO CARDOSO ME,,"-27,6929322","-48,6600172",0,0,0,0,0
9797,8524,7,47,13791912000170,1,GEORGINA BUSINESS PARK SPE LTDA,,"-20,8451803","-49,4017362",1,0,0,0,0
9799,9798,7,8,09508642000170,1,D & M COMUNICACAO E EVENTOS LTDA ME,,"-16,1985305","-48,7055668",0,0,0,0,0
9800,4988,3,8,07426161000190,1,THEREZINHA KASPER BACKES ME,,"-29,5643313","-50,8013944",0,0,0,0,0
9802,9801,7,53,08788384000160,1,SC OUTDOOR LTDA ME,0 a 5,"-26,9111839","-49,0738331",0,1,0,1,0
9803,7297,7,1080,08427416000100,1,MARASCALCHI COMERCIO DE VEICULOS LTDA ME,0 a 5,"-20,7941429","-49,3760999",0,2,0,2,0
9805,9804,7,104,08627126000100,1,MR LOCADORA DE VEICULOS LTDA ME,,"-20,2976178","-40,2957768",0,0,0,0,0
9807,9806,56,883,07387547000130,1,LIGA BOQUEIRAOENSE DE FUTEBOL,,"-7,4819416","-36,135257",0,0,0,0,0
9809,9808,7,53,07542462000180,1,PETER PRATES REPRESENTACOES COMERCIAIS LTDA ME,,"-30,0501378","-51,0772105",0,0,0,0,0
9811,9810,7,8,08771958000350,0,CASA DOS COSMETICOS LTDA ME,,"-8,2855422","-35,969305",0,0,0,0,0
9812,3391,7,53,13735068000160,1,JABURU MATERIAIS PARA CONSTRUCOES EPP LTDA,,"-14,5211962","-49,1523542",0,0,0,0,0
9814,9813,154,47,04988419000740,0,JAO EMPREENDIMENTOS IMOBILIARIOS EIRELI EPP,0 a 5,"-2,5613147","-44,2292466",0,1,0,1,0
9816,9815,15,12,05527275000100,1,FRANCISCO NASCIMENTO DE OLIVEIRA ME,,"-23,2806427","-46,7394098",0,0,0,0,0
9818,9817,7,57,06228206000150,1,PARQUE RECREATIVO PORTO DO CEU LTDA ME,,"-23,0384814","-49,1659897",0,0,0,0,0
9819,4937,7,110,03793637000170,1,UNICOLLECTION INDUSTRIA COMERCIO E REPRESENTACAO DE CONFECCOES LTDA ME,,"-26,8299744","-49,2742916",0,0,0,0,0
9820,6731,3,40,14718516000180,1,VALDILENE SILVA NONATO ME,,"-17,8694687","-42,8661281",0,0,0,0,0
9821,623,137,12,15957859000160,1,ELEICAO 2012 MARIA APARECIDA DA SILVA BEZERRA VEREADOR,,"-9,363369","-62,5855042",0,0,0,0,0
9822,1403,7,57,15831802000110,1,ACACIAS EMPREENDIMENTOS IMOBILIARIOS LTDA,,"-23,0385773","-51,8090915",0,0,0,0,0
9824,9823,3,82,10448944000180,1,A B REGA ME,,"-23,5489433","-46,6388182",0,0,0,0,0
9826,9825,3,40,01491514000150,1,NILTON CARLOS PEIXOTO ME,,"-12,2054636","-38,9693343",0,0,0,0,0
9827,2909,101,8,15125707000100,1,VALTER FELIX PEREIRA,,"-22,8252668","-45,6671",0,0,0,0,0
9828,2909,3,4,15123518000190,1,JARDEL DE SOUZA GUERREIRO MEI,,"-22,2539798","-54,813511",0,0,0,0,0
9829,1465,101,8,10478694000120,1,DIVALDO RUY BRAGA TONELLI,,"-20,6078051","-49,2954484",1,0,0,0,0
9830,345,3,43,05248101000280,0,CARLOS ALBERTO DE BRITO JUNIOR ME,,"-15,4825383","-44,3659619",0,0,0,0,0
9831,2891,56,57,11888490000120,1,FRATERNA ASSOCIACAO DE DOIS CORREGOS,,"-22,3680954","-48,3819854",0,0,0,0,0
9832,3416,15,279,13950394000190,1,MIRZA DE SOUZA SANTOS MEI,0 a 5,"-19,8979316","-43,9196546",0,1,0,1,0
9833,623,137,12,16084082000130,1,ELEICAO 2012 MARICELIA ARAGAO DOS SANTOS VICE PREFEITO,,"-12,415525","-64,2215275",0,0,0,0,0
9834,623,137,12,16005085000130,1,ELEICAO 2012 MANOEL TEIXEIRA DE HOLANDA VEREADOR,,"-3,4383637","-39,1482174",0,0,0,0,0
9835,8581,3,47,07874664000200,0,ADRIANA VIDA CABELEIREIROS EPP,,"-23,4594496","-46,6150373",0,0,0,0,0
9836,5159,3,32,13974155000170,1,JANDARAI JERONIMO DAMASCENO MEI,,"-23,5784566","-46,7983465",0,0,0,0,0
9838,9837,7,2244,02452360000230,0,CALCADOS DI CRISTALLI LTDA,,"-29,5179052","-50,7734694",0,0,0,0,0
9839,89,11,3743,10821560000160,1,NOTETECH COMERCIAL DE INFORMATICA LTDA ME,,"-23,5343004","-46,5612415",0,0,0,0,0
9840,1149,267,8,15168390000180,1,PARTIDO SOCIAL DEMOCRATICO,,"-7,2593864","-35,6669527",0,0,0,0,0
9842,9841,3,40,14844999000160,1,TITO DAMASCENO DE SANTANA,,"-10,9791655","-39,6248358",1,0,0,0,0
9844,9843,284,53,03670553000140,1,CONDOMNIO PORTO SEGURO,,"-3,7599524","-38,4924979",0,0,0,0,0
9845,3954,3,672,97526042000100,1,MARIA APARECIDA SILVA CARDOZO MEI,,"-12,7700462","-40,2148838",0,0,0,0,0
9846,2041,3,672,14856234000140,1,MARIA ANELZI DE FATIMA MENDONCA MEI,,"-20,9233351","-44,2378882",0,0,0,0,0
9848,9847,56,883,06052607000100,1,IGREJA ASSEMBLEIA DE DEUS MINISTERIO CIADSETA PA MT,,"-11,222275","-50,6718982",0,0,0,0,0
9850,9849,7,47,07395553000130,1,MARCOS MED REPRESENTACOES COMERCIAIS LTDA,,"-27,6005323","-48,6132492",0,0,0,0,0
9851,2122,3,672,13079344000180,1,MARIA PINHEIRO DE MORAIS MEI,,"-12,9962611","-38,5138183",0,0,0,0,0
9852,6532,3,32,14462474000160,1,JOSE RAIMUNDO AMORIM VIEIRA MEI,,"-15,801519","-47,860297",0,0,0,0,0
9853,4374,3,157,14494684000130,1,CLAUDIA MARIA DE OLIVEIRA MEI,,"-23,6646314","-46,7329141",0,0,0,0,0
9854,4783,7,8,08096535000110,1,COMERCIO VAREJISTA DE PRODUTOS AGRICOLAS ALEXANDRE LTDA ME,,"-7,7367888","-37,9878531",0,0,0,0,0
9856,9855,7,50,53651667000110,1,LUIZ WORSPITE NETO & CIA LTDA ME,,"-23,5101448","-47,503654",0,0,0,0,0
9857,1645,7,883,33337403000180,1,FONSECA & SOUSA LTDA ME,,"-16,7201566","-49,2767694",0,0,0,0,0
9858,5237,3,32,12191777000160,1,ROSANA DA SILVA MARTINS MEI,,"-23,9292909","-46,3825505",0,0,0,0,0
9859,710,3,130,16483353000120,1,ROGERIO WIEGAND MEI,0 a 5,"-31,3628567","-51,9788568",0,2,0,0,2
9861,9860,7,148,46217279000160,1,CAM LAR COMERCIO DE ELETRODOMESTICO LTDA ME,,"-24,4916246","-47,8425803",1,0,0,0,0
9863,9862,3,104,04550571000150,1,RONAN ALVES FERREIRA ME,,"-19,776274","-47,9664802",0,0,0,0,0
9864,6076,56,47,15674124000120,1,ASSOCIACAO AMBIENTAL DO PARQUE ESTADUAL DO MIRADOR APERMIRA,,"-6,3726359","-44,365323",0,0,0,0,0
9866,9865,3,883,78879517000190,1,WOLFRIED ROLOFF ME,,"-27,3007309","-49,7921859",0,0,0,0,0
9867,3314,3,32,15206163000100,1,TELMA CRISTINA VIEIRA MEI,,"-23,538079","-46,6699056",0,0,0,0,0
9868,1902,7,113,82496787000270,0,GENTELINI & PINTO LTDA ME,,"-24,5566913","-54,0567263",0,0,0,0,0
9870,9869,15,12,12665147000180,1,EUZELY FABRICIO DE SOUZA JUNIOR,,"-7,1194958","-34,8450118",0,0,0,0,0
9871,2092,3,40,10724439000110,1,DERMES BRIVE DOS SANTOS ME,,"-19,5251701","-40,6695544",0,0,0,0,0
9873,9872,284,50,70957998000100,1,CONDOMINIO DO EDIFICIO JULIANA,,"-19,8650588","-43,9447218",0,0,0,0,0
9874,3652,7,53,14345266000180,1,AYALA E PELLIZZETTI REPRESENTACOES COMERCIAIS LTDA ME,,"-25,4608662","-49,2960564",0,0,0,0,0
9875,2080,3,43,15210072000130,1,A I DUARTE REPRESENTACOES ME,0 a 5,"-3,0800741","-60,0521292",0,1,0,1,0
9877,9876,7,53,26834366000150,1,VENIX OTICA E ACESSORIOS LTDA ME,,"-20,4520332","-54,5948847",0,0,0,0,0
9878,7671,3,57,37656683000140,1,MARIA APARECIDA DOS SANTOS A GOIANINHA ME,,"-16,6521856","-49,269272",0,0,0,0,0
9880,9879,7,50,36405728000140,1,G G SERVICOS DA CONSTRUCAO CIVIL LTDA,,"-20,1430858","-40,244335",0,0,0,0,0
9881,7569,15,3285,10706137000110,1,VALTENILDO DE SOUZA CABRAL EPP,,"-10,9674306","-38,7842092",0,0,0,0,0
9882,740,3,113,12745099000210,0,C B P DE SOUSA MOVEIS ME,,"-21,2662804","-50,3243291",0,0,0,0,0
9883,8531,15,748,09190312000180,1,GUSTAVO CARNEIRO NOGUEIRA ME,,"-12,9364533","-38,4632955",0,0,0,0,0
9885,9884,3,82,04101901000120,1,JOAO BATISTA PIAS DE FRAGA ME,,"-29,8478656","-51,1633822",0,0,0,0,0
9886,955,7,8,51152544000100,1,COMERCIO DE PRODUTOS ALIMENTICIOS H N LTDA ME,,"-23,520799","-46,4387512",0,0,0,0,0
9887,5851,11,279,07097789000190,1,RABADAN COMERCIO DE SUCATAS LTDA ME,,"-22,3008639","-48,5762247",0,0,0,0,0
9889,9888,7,617,34610915000130,1,CATARINENSE INDUSTRIA COMERCIO E LOCACAO DE BILHAR LTDA ME,,"-1,2915771","-48,1635308",0,0,0,0,0
9890,212,3,32,12539131000120,1,EDENILDON BERNARDES PINTO MEI,,"-3,1124495","-60,0444967",0,0,0,0,0
9892,9891,11,12,71692875000140,1,ONERIO S CONFECCOES LTDA ME,,"-23,4940939","-46,3541277",0,0,0,0,0
9893,3139,3,8,13130678000130,1,RAIMUNDO NONATO XAVIER GOMES ME,,"-2,7506765","-42,8273831",0,0,0,0,0
9894,9537,56,883,11789730000130,1,ASSOCIACAO DAS COSTUREIRAS PEDRA JEANS,,"-16,6170033","-54,4758792",0,0,0,0,0
7551,9895,7,47,09070650000340,0,AGROPECUARIA ROZO LTDA ME,,"-8,7848652","-63,8967416",0,0,0,0,0
9897,9896,267,8,09579276000140,1,PARTIDO TRABALHISTA BRASILEIRO PTB,,"-21,0647912","-41,3654905",0,0,0,0,0
9899,9898,3,148,07386353000110,1,MARLENE JUSTINO BRINQUEDOS ME,,"-23,6015005","-46,6400334",0,0,0,0,0
9900,3403,3,32,15500768000100,1,ROSENIRA APARECIDA LESCANO MEI,,"-20,4983791","-54,6482974",0,0,0,0,0
9901,6532,267,53,15691212000130,1,COMISSAO PROVISORIA DO PARTIDO SOCIAL DEMOCRATICO DE SANTA ISABEL DO IVAI,,"-23,005285","-53,187883",0,0,0,0,0
